family_id,primary_gate,secondary_gate,sweep_direction,sweep_index,mesh_level,stage_id,mode_id,primary_gate_v,fixed_secondary_gate_v,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.7,-0.2,-0.2,0.7,0.01,-2.0113400317080044e-05,2.0113400317080746e-05,-1.2068040190248027e-07,1.2068040190248448e-07,7.013432803265607e-19,3.4869453661247146e-14,0.053458763580085916,6.521811585920483e+16,0.036782377001145505,True
top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.75,-0.2,-0.2,0.75,0.01,-2.183813941681566e-05,2.18381394168163e-05,-1.3102883650089395e-07,1.3102883650089782e-07,6.403569081242511e-19,2.932286931143726e-14,0.054905066516770996,6.8953498542951864e+16,0.04038868499992532,True
top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.8,-0.2,-0.2,0.8,0.01,-2.3494809792551004e-05,2.34948097925505e-05,-1.4096885875530604e-07,1.40968858755303e-07,-5.04831636563563e-19,2.1486942904454546e-14,0.056161128680725,7.237020136337395e+16,0.04057964799903857,True
top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.85,-0.2,-0.2,0.85,0.01,-2.5085119271951244e-05,2.5085119271952542e-05,-1.5051071563170747e-07,1.5051071563171526e-07,1.2976544751935881e-18,5.173005003984512e-14,0.057261845028500645,7.550267347467096e+16,0.0378707250001753,True
top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.9,-0.2,-0.2,0.9,0.01,-2.6611333014403108e-05,2.6611333014404348e-05,-1.5966799808641866e-07,1.596679980864261e-07,1.2400562347802957e-18,4.6598801875466757e-14,0.05823411988172796,7.838159670632923e+16,0.04284084199935023,True
top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.95,-0.2,-0.2,0.95,0.01,-2.8076022064052723e-05,2.8076022064053513e-05,-1.6845613238431636e-07,1.6845613238432107e-07,7.894347068410079e-19,2.8117754895617582e-14,0.05909901834344973,8.103407258130522e+16,0.03192426499845169,True
top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,1.0,-0.2,-0.2,1.0,0.01,-2.948190136298759e-05,2.948190136298866e-05,-1.7689140817792553e-07,1.7689140817793197e-07,1.0706496453294356e-18,3.63154883447755e-14,0.059873262053157156,8.348394090347176e+16,0.031977602000552,True
top_primary,top_gate,bottom_gate,forward,0,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.5,0.0,0.0,-0.5,0.01,-2.1009005017869447e-10,2.100900501789906e-10,-1.2605403010721668e-12,1.2605403010739435e-12,2.961306592939839e-22,1.4095415705869421e-12,-0.23911894665357208,807306959954.4667,0.037022754000645364,True
top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.45,0.0,0.0,-0.45,0.01,-4.949974025749092e-10,4.949974025786057e-10,-2.969984415449455e-12,2.9699844154716346e-12,3.6965667599229116e-21,7.46785082238062e-12,-0.21412109486385084,2123150613684.0562,0.03621285400004126,True
top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.4,0.0,0.0,-0.4,0.01,-1.175346534127531e-09,1.1753465341285547e-09,-7.052079204765187e-12,7.052079204771329e-12,1.0236360080343717e-21,8.709227264564431e-13,-0.1891262528706111,5583036541237.598,0.038657128001432284,True
